input_text,target_text
"khal Youssra : mer7ba w alf mer7ba b l7aj w si Fouad", "خال يسرى : مرحباااا والف مرحبا بالحاج وسي فؤاد"
"Souad : mer7ba bikoum mer7ba nhar kbir hada", "سعاد : مرحباا بيكم مرحبا نهار كبييير هذا"
"Souhayb : ya rebi salama w choufat 3endo dyal nawiha nit rah fach titde3e9 tihbel lih lfrekh", "صهيب : يااربي سلامة وشوفات عندو ديال ناويها نيت راه فاش تيتدعق تيهبل ليه الفرخ"
"Eylaf : Souhayb l7e9 akhouk ra7 yferretha wallah", "ايلاف : صهيييب الحق اخوك راح يفرطها والله"
"Youssef : andiiiirou had l3ers w weld l7ewwat w chyakho 3la 7sabi ... hhh", "يوسف : انديييرو هاد العرس وولد الحوات وشياخو على حسابي ...ههه"
"Ilyas serfe9 wejho b ido : w raaah fze3i ya khoya", "الياس صرفق وجهو بايدو : ورااه فزعي يا خويا"
"Souhayb dar raso bin idih : 7oulmi ta7attama wa khtafa ... yaaaa geffertaaah", "صهيب دار راسو بين ايديه : حلمي تحطم واختفى ...يااااااا قفرتاااه"
"dower wejho nesf dowra w b l3erd lbati2 chaf f Fouad b ness 3in", "ضور وجهو نصف ضورة وبالعرض البطيئ شاف في فؤاد بنص عين"
"w tahi b l3erd lbati2 hhhh", "وتاهي بالعرض البطيئ هههه"
"machi ghir chafo mkhenzer w 3tato llfou3a dyal tkhenzirto ta kemmech 3ino", "ماشي غير شافو مخنزر وعطاتو اللفوعة ديال تخنزيرتو تا كمش عينو"
"koun l9a 7ofra yetla7 fiha b 7wayjo maykrah hhhh", "كون لقا حفرة يتلاح فيها بحوايجو ميكره هههه"
"negzat nsiba lmostaqbaliya w netqat b taltif ljaw w mza7", "نقزات النسيبة المستقبلية ونطقات بتلطيف جو ومزاح"
"aslan hiya 3ziz 3liha lmza7 raghma annaha sayeda msawba", "اصلا هي عزيز عليها المزاح رغم انها سيدة مصوابة"
"Souad : hhhh llah ya3tik chi khir a weldi", "سعاد : هههه الله يعطيك شي خير اولدي"
"inchaallah ndirouh w nfoutouh llah a weldi 3wina li 3ndi mankrah ndir liha ma ktar", "ان شاء الله نديروه ونفوتوه الله اولدي عوينة الي عندي منكره ندير ليها ما كثر"
"Lhaj : hhhh llah ykemmel b lkhir", "الحاج : هههه الله يكمل بالخير"
"Youssef 3ndi men doun drari li 9alha femmo ynte9 biha", "يوسف عندي من دون دراري الي قالها فمو ينطق بيها"
"matl9ay m3ah mochkil derwich w 7nin w kaysme3 lhedra llah yerdi 3lih bla manchekro lik b 3e9lo", "متلقاي معاه مشكيل درويش وحنين وكيسمع الهضرة الله يرضي عليه بلا منشكرو ليك بعقلو"
"hna Souhayb w Ilyas kherjo 3inihoum khousousan dik b 3e9lo", "هنا صهيب والياس خرجو عينيهم خصوصا ديك بعقلو"
"had lkelma jabet l Youssef tmam khllato yet3te9 mn lmawqif li 7et fih raso", "هاد الكلمة جابت ليوسف تمام خلاتو يتعتق من الموقف الي حط فيه راسو"
"w mn fooo9 hadchi kamel tzadouh nejmat f lktaf w tle3 grade", "ومن فوووق هادشي كامل تزادوه نجمات فالكتاف وطلع گراد"
"Souhayb m3a jalsin b3ad chwiya 7it salon kbir 9erreb l Ilyas w Eylaf w hder b chwi", "صهيب مع جالسين بعاد شوية حيث صالون كبير قرب لالياس وايلاف وهضر بشوي"
"w 3endo zher ktar mn lkelb l ihoudi lakhor", "وعندو زهر كثر من الكلب بليهودي لاخور"
"Eylaf : bas chouf nadrat Fouad wallah ma bifawetha 3lih hhh", "ايلاف : بس شوف نضرات فؤاد والله ما بيفوتها عليه خخخ"
"Ilyas : chouf l waldik rah tichouf fina b ness 3in nafekh ktafo", "الياس : شوف لوالديك راه تيشوف فينا بنص عين نافخ كتافو"
"w 9alik n3el bouk mn had lmanbar hhh", "وقاليك نعلبوك من هاد المانيبر ههه"
"Souhayb : 3t9o lwalid be3da f had ll7da wini madouzch lih", "صهيب : عتقو الوليد بعدا فهاد اللحضة ويني مدوزش ليه"
"tfoo 9alha 9oddam l3ibad mabghinah ygoulha b had tari9a", "تفووو قالها قدام العباد مبغيناه يقولها بهاد طريقة"
"wini lkelb 7ases bih darha bel3ani bach ygoulia rani 9oltha w chouf rah mabghach", "ويني الكلب حاسس بيه دارها بلعاني باش يقوليا راني قلتها وشوف راه مبغاش"
"walakin abiya wla bih 3liya b limin tikouno ana chad m3ah ded", "ولكن ابيا ولا بيه عليا بليييمين تيكونو انا شاد معاه ضد"
"wakha ma3ndi bihoum chyakh ghrad bghina ghanokhrjo mn jaw koul fera7 3ndna tidouz mode silence", "وخا معندي بيهم شياخ غراض بغينا غانخرجو من جو كل فرح عندنا تيدوز مود سيلونص"
"w dedan fih ghayjibhoum hwa llahch", "وضدا فيه غايجيبهم هو الاااهش"
"Eylaf : yemken Fouad ywaf9 bas mech akid ba3rfo ma bi7eb l ikhtilat", "ايلاف : يمكن فؤاد يوافق بس مش اكيد بعرفو ما بيحب الاختلاط"
"Ilyas : ma3reft wach n3red 3la Najwa wla la ... khassni nhder m3aha youmayn mahderna", "الياس : منعرف واش نعرض على نجوى ولا لا ...خاصني نهضر معاها يومين مهضرنا"
"Souhayb w Eylaf w 7ta Rawya sem3ouhoum w Sara tahi kant 7da Souhayb", "صهيب وايلاف وحتى راوية سمعتهم وسارة تاهي كانت حدا صهيب"
"f had ll7da Ilyas ma 7tal yw3a chno 9al 7ta ghmmed 3inih mkemmechhoum", "فهاد اللحضة الياس ما حتاال يوعى شنو قال حتى غمض عينيه مكممممشهم"
"w khcha raso bin ktafo aktar dowra li ghaydour w y7el 3inih", "وخشا راسو بين كتافو اكثر ضورة الي غايضور ويحل عينيه"
"7ta tmnya d l3inin ki l9ertas kichoufo fih b nadra ta chhadchi", "حتى ثمنية العينين كي القرطااس كيشوفو فيه بنضرة تا شهاذشي"
"Ilyas : ya rebi ghir l9ertas ya rebi lakount merdi f 7yati wakha ghir merra", "الياس : ياااربي غير القرطاس ياااربي لكنت مرضي فحياتي وخا غير مرة"
"maysem3nich lmedfa3 lekbir llah tanawi l7lal m3a Najwti ... aa7 Najwa", "ميسمعني المدفع الكبير الله تناوي الحلال مع نجيوتي ...اااح نجوى"
"Souhayb : ta fin kathedri m3aha a selgout ??", "صهيب : تا فين كتهضر معاها السلگوط ؟؟"
"Ilyas : mn mn mn z zmaan", "الياس : من من من ز زمااان"
"Rawya : jab llah mi Zina 3yana lyom ma9drat temchi m3ana amma tesm3ek", "راوية : جاااب الله مي زينة عيانة ليوم مقدرات تمشي معانا اما تسمعك"
"Sara : naari wallah ta dreb bik ter w tzidk tzewej biha bzez", "سارة : ناااري والله تا ضرب بيك طر وتزيدك تزوج بيها بزز"
"atgoul lik baha ydir lina 7ala w khbarek twsel l fin", "اتقوليك باها يدير لينا حالة وخبارك توصل لفيين"
"Eylaf : mn ayyymat akhadet ra9mha ???", "ايلاف : من ايييماات اخذت رقمها ؟؟؟"
"Ilyas : w malkoum malkoum llah makandir chi 7aja ghir kan3awenha f lbe7t dyal licence", "الياس : ومالكم مالكم الله مكندير شي حاجة غير كنعاونها فالبحث ديال ليصونص"
"Souhayb : osskot a slougiya mn darajat doberman", "صهيب : اسسسكت اسلوگية من درجة دوبيرمان"
"hiya yalah 3ndha l3am thani ba9i hiya w lbe7t khamsin semestre", "هي يلاه عندها العام الثاني باقي هي والبحث خمسين سوميستر"
"3la 7sab 9rayet la fac dyal lmaghrib tfekker douz gha l7erb dyal dog", "على حسب قراية لافاك ديال المغريب تفكر دوز غالحرب ديال دوگ"
"fiiiin jebti nemrtha w yak t3awed tle9 caniche tani", "فيييين جبتي نمرتها وياك تعاود طلق كانيشة تاني"
"hahou kdak jouj kailmat yche9leb l mmek l carte mere", "هاهو كداك جوج كلمات يشقلب لمك لكارط مير"
"Ilyas chaf f Fouad lhiiiih jales kayhder m3a khal Youssra : waa setrouni wla de7ko 3liya", "الياس شاف في فؤاد لهييييه جالس كيهضر مع خال يسرى : وااا ستروني ولا ضحكو عليا"
"Eylaf : ento9 yalah", "ايلاف : انطق يلاه"
"Ilyas : t3e9lo fach jerroni l3abbat wla douk li 9alo rajli ta3 9elbi", "الياس : تعقلو فاش جروني لعابات ولا دوك الي قالو راجلي تاع قلبي"
"w kount kanchte7 m3aha", "وكنت تنشطح معاها"
"Souhayb : eb eb kemmel ?", "صهيب : اب اب كمل ؟"
"Ilyas : temma khditha", "الياس : تما خديتها"
"Souhayb : w kidaret 3tatha lik ?", "صهيب : وكيدارت عطاتها ليك ؟"
"Ilyas : 9olt liha bghit chi ma3loumat f l Cadi Ayyad b khousous doctorat li bgha ydir Youssef", "الياس : قلت ليها بغيت شي معلومات فالقاضي عياض بخصوص دكتوراه الي بغا يدير يوسف"
"Souhayb w Rawya w Sara w Eylaf 7ello femhoum w tkwansaw tchweto mn zefta li tle9 3lihoum", "صهيب وراوية وسارة وايلاف حلو فمهم وتكوانساو تشوطو من زفطة الي طلق عليهم"
"neggaz l Youssef li mafkhbaro may3awed", "نقز ليوسف الي مفخبارو ميعاود"
"malkoum yak bgha ydir doctorat ? la ? mabqach bgha ?", "مالكم ياك بغا يدير دكتوراه ؟ لا؟ مبقاش بغا ؟"
"wla ajjel ? tankherbe9 ana yak ... w lmohim chedditha f dik lhedya", "ولا اجل ؟ اتنخربق انا ياك ...والمهيم شديتها فديك الهدية"
"ser tzelal tana ser lmhna", "سر تزلال تانا سر المهنة"
"Youssef 7ek raso 7chem bla 9yas khtef nadra f Youssra l9aha 7adra rasha 7absa de7ka", "يوسف حك راسو حشم بلا قياس خطف نضرة فيسرى لقاها حادرة راسها حابسة ضحكة"
"mn khaybha ferta hhh", "من خيبها فرطة هههه"
"hhh mimti ghir lfer7a w kan ... maykhessha khir mn be3d lmohim hwa mn be3d", "ههه ميمتي غير الفرحة وكان ...ميخصها خير من بعد المهم هو من بعد"
"li bghatha te7der a mimti w llah y9edderni n3iyyechha kif 3achet m3ak w a7san", "الي بغاتها تحضر اميمتي والله يقدرني نعيشها كيف عاشت معاك واحسن"
"Souad : dakchi li kayn melli l9at weld nass li yferre7ha w ythella fiha hadchi li bghit", "سعاد : داكشي الي كاين ملي لقات ولد ناس الي يفرحها ويتهلى فيها هادشي الي بغيت"
"Lhaj : iwa 3la barakat llah netaf9o imta l3e9d", "الحاج : ايوى على بركة الله نتافقو امتا العقد"
"Souad : li taf9o 3lih l3ersan hwa li ndiro", "سعاد : الي تافقو عليه العرسان هو الي نديرو"
"Lhaj : ach 9olti a weldi Youssef", "الحاج : اش قلتي اولدي يوسف"
"Youssef : a7m ... wakha nhder ana wiyaha ila", "يوسف : احم ...وخا نهضر انا وياها الى"
"chaf f Souhayb w Ilyas w Eylaf b nadra khatafa l9ahoum tayfernso khkhkh", "شاف فصهيب والياس وايلاف بنضرة خاطفة لقاهم تيفرنسو خخخ"
"ila sem7to ngoul liha 3la rayi w ta3tini rayha w dik sa3a na3tiwkoum khbar achno 9rrerna", "الى سمحتو نقوليها على رايي وتعطيني رايها وديك ساعة نعطيوكم خبار اشنو قررنا"
"Lhaj : iyeh a weldi walakin chouf lbent be3da", "الحاج : ايه اولدي ولكن شوف البنت بعدا"
"Fouad : nass ysawlo wali amr lbent 3ndha khalha f ma9am baha", "فؤاد : الناس يسولو ولي امر البنت عندها خالها فمقام باها"
"Ali : hhh iyeh mn 7e99o a weldi ... nodi a benti l salon lfo9 w hedro ... binama wejed lghda", "علي : ههه ايه من حقو اولدي ...نوضي ابنتي لصالون لفوق وهضرو ...بينما وجد الغذا"
"nad Youssef 7ani raso mzenneg awalan mn lferta li we93at lih ma9aderch ychouf f khoh wla yhez fih l3in", "ناض يوسف حاني راسو مزنگ اولا من الفرطة الي وقعت ليه مقاااادرش يشوف ف خوه ولا يهز فيه العين"
"khrej hwa sbe9 w w9ef 9oddam salon wallah mabgha ychouf fihoum", "خرج هو سبق ووقف قدام صالون والله مبغا يشوف فيهم"
"kano m9ablin m3ahoum 3arefhoum ach bghaw ydiro 7lef la hez fihoum l3in", "كانو مقابلين معاهم عارفهم اش بغاو يديرو حلف لا هز فيهم العين"
"Souhayb : nari dar lina vu", "صهيب : ناري دار لينا vu"
"Rawya : khhhhhh wallah maychouf fikoum 3arefkoum ach ghadiro", "راوية : خهههههه والله ميشوف فيكم عارفكم اش غاديرو"
"Ilyas : sket mrato lmostaqbaliya ghadya l3endo ... werre9 liya 3lih fach tebghi tesb9o chno ghaydir", "الياس : سكت مرتو المستقبلية غاديا لعندو ...ورق ليا عليه فاش تبغي تسبقو شنو غايدير"
"temmat Youssra nayda mobtasima btisama khajoula w 7echmaaaana bzaf katr3ed", "تمات يسرى نايضة مبتاسمة ابتسامة خجولة وحشماااانة بزاف كترعد"
"7ta mchat l3endo l9ato wa9ef taytsennaha bach telle3o lfo9 bi7okm ma3arefch fin", "حتى مشات لعندو لقاتو واقف تيتسناها باش تطلعو لفوق بحكم معارفش فين"
"sebqato temmat ghadya w hwa yhez l col ta3 l9amija 7el sdafi l9eddamiyin", "سبقاتو تمات غاديا وهو يهز لكول تااع القميجة حل صدافي القداميين"
"hwa f niyto ghir yetneffes 7it tdghat w tziyyer hhhh", "هو فنيتو غير يتنفس حيث تضغط وتزير ههههه"
"w aji nta fehhemhoum hadchi li kayn w fehhemhoum billa rah manawich khzit khhhhhh", "واجي نتا فهمهم هادشي الي كاين وفهمهم بالي راه مناويش خزيت خهههههه"
"Eylaf : l7aaaq ... biyfta7 zrar l9amis hhhh", "ايلاف : لحااااق ...بيفتح ازرار القميص ههههه"
"Souhayb : nari 3ndak gha dak 3ndak goul lih yetferre9 3la 3ndak a weld l7ram sir jer zmer", "صهيب : نري عنداك غا داك عنداك قوليه يتفرق على عنداك اولد لحرام سير جر زمر"
"Rawya : tferr9o 3lih hhhh", "راوية : تفرقو عليه هههه"
"Eylaf 9erreb liha w hder 9rib l wednha w hder b darija bach twsel liha niiit hhhh : manfet7ouch a7na zrar 9mayes ba3dna llila", "ايلاف قرب ليها وهضر قريب لوذنها وهضر بدارجة باش توصل ليها نييييت هههه : منفتحوش احنا زرار قمايص بعضنا ليلة"
"Rawya tzengat w kherjat 3iniha katchouf f khouha li kan aslan mlahi m3a Yamna", "راوية تزنگات وخرجات عينيها كتشوف فخوها الي كان اصلا ملاهي مع يامنة"
"kay9ad liha f mkhdda waraha", "كيقاد ليها فمخدة وراها"
"def3at b merfeqha khafat khoutha ysem3o hhhh : Eylaf 7chem awili", "دفعات بمرفقها خافت خوتها يسمعو هههه : ايلااااف حشم اويلي"
"Eylaf : 7alali walaw .. chta9t esma3 ahatik w wa7atik w anti tayra m3i b sma hhh", "ايلاف : حلالي ولووو ..اشتقت اسمع اهاتك واحاتك وانتي طايرة معي بسما هههه"
"khallas la tmouti bas llila fich mahrab ... aaalahech", "خلص لا تموتي بس الليلة فيش مهرب ...اااالاهش"
"Rawya : t3ellemti had alahech mn Souhayb ... tiy3elmek gha khzit", "راوية : تعلمتي هاد الاهش من صهيب ...تيعلمك غا خزيت"
"f had ll7da Souad mchat hiya w mrat khouha bach ychoufo fin wsel lghda fer7anin b dyaf llah", "في هاد اللحضة سعاد مشات هي ومرات خوها باش يشوفو فين وصل لغذا فرحانين بضياف الله"
"Lhaj ched 7tito m3a khal Youssra", "الحاج شد حتيتو مع خال يسرى"
"koul tlaha m3a chi kayhedro kif l3ada chi m3a rba3a w chi m3a jama3a", "كل تلاهى مع شي كيهضرو كيف العادة شي مع رباعة وشي مع جماعة"
"w Fouad m3a bent ljwad Yamna ... dar waraha mkhdda", "وفؤاد مع بنت الجواد يامنة ...دار وراها مخدة"
"7ess biha katneffes mn masafa ma7douda chi li khellah y7ess b khouf 3liha", "حس بيها كتنفس من مسافة محدودة الشي الي خلاه يحس بخوف عليها"
"Fouad : 3lach katneffsi b7al hakka ??", "فؤاد : علاش كتنفسي بحال هكا ؟؟؟"
"Yamna : ma3reftch m3a tte9l", "يامنة : ماعرفتش مع التقل"
"Najoud : 3adi a weldi ghir m3a tte9l hadchi kaywqe3 nnefs katdyaq chwiya 3liha", "نجود : عادي اولدي غير مع الثقل هادشي كيوقع نفس كتدياق شوية عليها"
"ma3lich llah ysemme7 lina mn lwalidin", "ماعليش الله يسمح لينا من الوالدين"
"Fouad 7et iddo 3la kerchha dewezha 3liha b 7anan w chaf fiha b 7oub", "فؤاد حط ايدو على كرشها دوزها عليها بحنان وشاف فيها بحب"
"3inih f 3iniha 7adi 7adaqathom li kaywsa3o 7ta ghattawhoum jfounha bi7okm 7echmat menno w neteq", "عينيه فعينيها حاضي حدقاتهم الي كيوساعو حتى غطاوهم جفونها بحكم حشمات منو ونطق"
"llah ysemme7 liya mennek a ghzali", "الله يسمح ليا منك اغزالي"
"tel3at lfo9 kater3ed b l7echma w b tawattor li kat7ess bih", "طلعات الفوق كترعد بالحشمة وبتوتر الي كتحس بيه"
"sebqato lfo9 w hwa tabe3ha w yedreb f kfouf idih", "سبقاتو الفوق وهو تابعها ويضرب فكفوف ايديه"
"7ta dekhlat l wa7ed salon temma", "حتى دخلات لواحد الصالون تما"
"dar hna w hna kan lfo9 denya s9iiiiil temma w hwa ycheddha mn iddha", "ضار هنا وهنا كان الفوق دنيا صقييييل تما وهو يشدها من ايدها"
"w jerrha daha l 9ent mkhebbi 3la lbab 7it salon kbir w jerrha dfe3ha na7iyat sedro", "وجرها داها لقنت مخبي على الباب حيث صالون كبير وجرها دفعها ناحية صدرو"
"ma7tal tehder kan wakhed iddo 7ettha wara che3rha w lid tanya wara khserha m9errebha lih", "محتال تهضر كان واخذ ايدو حطها ورا شعرها وليد ثانية ورا خصرها مقربها ليه"
"Youssra katneffes b jehd : m m m malek chno kadir Youssef", "يسرى كتنفس بجهد : مم م مالك شنو كدير يوسف"
"Youssef jer khesla mn che3rha mcha m3aha 3la touuulha 7ta 9errebha l menkhro w kemmel tlmassha 3lih", "يوسف جر خصلة من شعرها مشا معاها على طوووولها حتى قربها لمنخرو وكمل تلماسها عليه"
"chno kandir chnoooo a bent Rifa3i", "شنو كندير شنوووو ابنت الرفاعي"
"Youssra : 7iyyed .. y Youssef daba yji khali", "يسرى : حيد ..ي يوسف دابا يجي خالي"
"Youssef : w yji had khalek bach tnod lqiyama w ygoulia ster liya bent khti lyom 9bel ghda", "يوسف : ويجي هاد خالك باش تنوض القيامة ويقوليا ستر ليا بنت ختي اليوم قبل غذا"
"chefti ana ch7al khatiiiir hhhh", "شفتي انا شحال خطييييير هههه"
"Youssra : Youuuussef ...", "يسرى : يوووووسف ..."
"Youssef : nwiwira ntaaa3o ...", "يوسف : نويويرة نتاااعو ..."
"7et chfayfo 3la che3rha b9a ch7aaaal 7atthatoum fo9 mennoum", "حط شفايفو على شعرها بقا شحاااال حاطهم فوق منهم"
"hiya ghamdat 3iniha mtwattra mn 9orbo liha l had daraja awwel merra kayqerreb mennha bzaaaf", "هي غمضات عينيها متوترة من قربو ليها لهاد الدرجة اول مرة كيقرب منها بزاااف"
"b telfa 7ettat iddha 3la sedro", "بتلفة حطات ايدها على صدرو"
"7ta hebbet bas liha 7nekha w rje3 chaf fiha mobtasim btisama 7oub liha w neteq", "حتى هبط باس ليها حنكها ورجع شاف فيها مبتاسم ابتسامة حب ليها ونطق"
"Youssef : chno derna f l3e9d ... khemstach lyom mezyan ?", "يوسف : شنو درنا فالعقد ...خمسطاش ليوم مزيان ؟"
"Youssra kherjat 3iniha : mazrebnach ?", "يسرى خرجات عينيها : مزربناش ؟"
"Youssef : w 7ta lin ...", "يوسف : وحتى لين ..."
"Youssra : b b bellati gles be3da w ntfahemo", "يسرى : بب بلاتي جلس بعدا ونتفاهمو"
"Youssef be33ed hez idih : hahou a lalla jaya lyam tweli 7lali w makayn li yferreqni 3la waldik", "يوسف بعد هز ايديه : هاهو الالة جايا ليام تولي حلالي ومكاين الي يفرقني على والديك"
"Youssra : hhhh wakha", "يسرى : هههه وخا"
"glets 7dah fo9 sdari ... chaf fiha w neteq had lmerra b jiddiya makayn bou de7k w neteq", "جلسات حداه فوق سداري ...شاف فيها ونطق هاد المرة بجدية مكاين بو ضحك ونطق"
"Youssef : ma3ndna lach net3etlo mazal ... llazem hani kandir fih", "يوسف : معندنا لاش نتعطلو مزال …اللازم هاني كندير فيه"
"kantleb fik b l7lal w l3ada kandir fiha", "كنطلب فيك بالحلال والعادة كندير فيها"
"chno bghiti lamta a Youssra ? wach bzez 3lik ? wla khayfa tgouli liya la w dayra liya khatri fo9 khatrek ?", "شنو بغيتي لامتا ايسرى ؟ واش بزز عليك ؟ ولا خايفة تقولي ليا لا ودايرة ليا خاطري فوق خاطرك ؟"
"Youssra : machi hakkak ... ghir jouj simanat 9lila 3la bach nwjed w netqadda chno ykhessni f l7wayej w rak 3aref", "يسرى : ماشي هكاك ...غير جوج سيمانات قليلة على باش نوجد ونتقدا شنو يخصني فالحوايج وراك عارف"
"ferkat sba3ha b tawattor", "فركات صباعها بتوثر"
"Youssef ched iddha chabekha m3a iddo w 7ettha fo9 fekhdo mziyyyer 3liha", "يوسف شد ايدها شابكها مع ايدو وحطها فوق فخدو مزييررر عليها"
"Youssra zin dyali ... li khessatek b lflous twejdiha f nharha", "يسرى زين ديالي ...الي خصاتك بالفلوس توجديها فنهارها"
"khoudi li 3ejbek w 3lach 9edditi aslan 7wayej ghanjibhoum lik dakchi dyal dhaz 3la ma9alat liya lwalida", "خودي الي عجبك وعلاش قديتي اصلا حوايج غانجيبهم ليك داكشي ديال دهاز على مقالت ليا الوليدة"
"7na ghandiro ghir 3e9d be3da", "حنا غانديرو غير عقد بعدا"
"w l3ers tatwejdi lih maghadi ne7remek mn walo", "والعرس تتوجدي ليه مغادي نحرمك من والو"
"w 7ta mimtek maghadich ne7remha mn annaha t7eqqe9 7olmha w tchoufek 3roussa w dir lik 3ersek", "وحتى ميمتك مغاديش نحرمها من انها تحقق حلمها وتشوفك عروسة ودير ليك عرسك"
"Youssra : ah ya3ni ghir 3e9d safi makayn walo maghadich nji m3ak yak", "يسرى : اه يعني غير عقد صافي مكاين والو مغاديش نجي معاك ياك"
"katlewleb f 3iniha", "كتلولب فعينيها"
"Youssef chaf fiha tayfernes : hhhh chnoo ? f niytek tji 3ndi a zin ? ... 7eq9 rebbi manroddha f wejhek", "يوسف شاف فيها تيفرنس : هحح شنوو ؟فنيتك تجي عندي ازين ؟ ...حق ربي منردها فوجهك"
"Youssra def3ato b khajal : Youuuussef hhh", "يسرى دفعاتو بخجل : يوووووسف ههه"
"Youssef : Youuuussra ... ti hennini khellina ndouzo koulchi khetra we7da w ndiro dekhla m3a l3e9d", "يوسف : يوووووسرى ...تي هنيني خلينا ندوزو كلشي خطرة وحدة ونديرو دخلة مع العقد"
"koulchi ndirouh f nhar wa7ed ... w n3icho l3omr koullo", "كلشي نديروه فنهار واحد ...ونعيشو العمر كلو"
"Youssra : hhhh inchaallah walakin khassni n7eqqe9 l mama 7olmha", "يسرى : هههه ان شاء الله ولكن خاصني نحقق لماما حلمها"
"sber m3aya machi mochkil ndiro l3e9d we9t li bghiti lakin l3ers kaykhess darouri chwi n2ajjlouh", "صبر معايا ماشي مشكيل نديرو العقد وقت الي بغيتي لكن العرس كيخص ضروري شوي ناجلوه"
"wakha 7ta twled Yamna", "وخا حتى تولد يامنة"
"Youssef : anaari ch7al baqi l Yamna rah ghaybqa lih chehr w ness moura mandiro l3e9d a Youssra", "يوسف : اناااري شحال باقي ليامنة راه غايبقى ليه شهر ونص مورا منديرو العقد ايسرى"
"Youssra : momkin 9el ... hhh rah chehr w ness n7emdo llah", "يسرى : ممكن قل ...ههه راه شهر ونص نحمدو الله"
"Youssra : lwe9t maysme7ch ndirouh mn hna l dik lwe9t aslan ... chouf tchouf hiya w zherha", "يسرى : الوقت ميسمحش نديروه من هنا لديك الوقت اصلا ...شوف تشوف هي وزهرها"
"Youssef b khouf 3la Yamna mn akher jomla netqat : ki kifach 3lach malha ??", "يوسف بخوف على يامنة من اخر جملة نطقات : كي كيفاش علاش مالها ؟؟"
"Youssra : a7m hwa baqi mamt2akdach 7ta l control jay 3ad nt2aked", "يسرى : احم هو باقي ممتاكداش حتى لكونطرول جاي عاد نتاكد"
"Youssef : Youssra llah ykhelik matkhle3inich wach waq3a chi 7aja ?", "يوسف : يسرى الله يخليك متخلعينيش واش واقعة شي حاجة ؟"
"Youssra : la la matkhafch ghir hwa m3a 7altha momkin twsel l thamen w twled", "يسرى : لا لا متخافش غير هو مع حالتها ممكن توصل لثامن وتولد"
"ila fato rah tkhataat mer7alat lkhatar lakin hada makay3nich anno f ay le7da twled f thamen", "الى فاتو راه تخطات مرحلة الخطر لكن هذا مكيعنيش انه فاي لحضة تولد فثامن"
"Youssef : 3lach ??", "يوسف : علاش ؟؟"
"Youssra : 3ndha a7m ma3reftch wach ngoul wla la ... lakin tebqa binatna mabghitch nkhle3ha hiya w Fouad khouk", "يسرى : عندها احم معرفتش واش نقول ولا لا ...لكن تبقى بيناتنا مبغيتش نخلعها هي وفؤاد خوك"
"li nebghi hwa matketterch lmchi 3lach dert liha korsi", "الي نبغي هو متكترش المشي علاش ذرت ليها كرسي"
"7it 3ndha lwalda kif kangoulo me7loula w ghaybdawha taqallousat kathira btida2an mn sabe3", "حيث عندها الوالدة كيف كنقولو محلولة وغايبذاوها تقلصات كثيرة ابتداء من سابع"
"Youssef : yak wlad thamen kay3icho", "يوسف : ياك ولاد ثامن كيعيشو"
"Youssra : kay3icho lakin machi koulchi makayn ma7sen mn l iktimal f lkerch a7sen mn l7adina", "يسرى : كيعيشو لكن ماشي كلشي ماكاين ماحسن من الاكتمال فالكرش احسن من الحاضنة"
"ya3ni a Youssef ghandiro l act lakin l3ers n2ajjlouh chwi binama nadet 3la khir", "يعني ايوسف غانديرو لاكت لكن العرس ناجلوه شوي بينما ناضت على خير"
"7it ghatberzetni m3aha bi7okm ana doctora dyalha w mtb3a m3aha", "حيث غاتبرزطني معاها بحكم انا دكتورة ديالها ومتبعا معاها"
"wa3edtha n7afed liha 3la weldha w wa3d l7orr dayn 3lih", "واعدتها نحافض ليها على ولدها ووعد الحر دين عليه"
"baqi sghira bzaf 3la hadchi wakha 3ndha 17 rah sghira", "باقي صغيرة بزاف على هادشي وخا عندها 17 راه صغيرة"
"raha ghir mkabra w safi amma njik l sara7a ... rah mkrefsa", "راها غير مكابرة وصافي اما نجيك لصراحة ...راه مكرفصة"
"Youssef : ghadi t3eddeb f lwilada ??", "يوسف : غادي تعذب فالولادة ؟؟"
"Youssra : ghandir ktar mn jehdi m3aha ... inchaallah lwilada sahla", "يسرى : غاندير كتر من جهدي معاها ...ان شاء الله الولادة ساهلة"
"li khayfin menno mabghinahach twled 9bel mn tase3 ... 3ndha idtirabat", "الي خايفين منو مبغيناهاش تولد قبل من تاسع ...عندها اضطرابات"
"hhhh lmochkila aslan had l7mel f chkel 3ndha dak lwalid chad fiha tahou mamfakch", "هههه المشكيلة اصلا هاد الحمل فشكل عندها داك الوليد شاد فيها تاهو ممفاكش"
"Youssef : lbatal dyal 3ammo hadak yched bzez mn waldih", "يوسف : البطل ديال عمو هذاك يشد بزز من والديه"
"ila mached cheddat l3ma f delma w madmerch w makafa7ch w ma3tamedch 3la raso w ma7arebch", "الى مشد شدة العما فضلمة ومدمرش ومكافحش وماعتامدش على راسو ومحاربش"
"w makanch chdid w rajel y7elfo bih rjal rah la 3alaqa laho b al Ramsis", "ومكانش شديد وراجل يحلفو بيه رجال راه لا علاقة له بال رمسيس"
"a77 w weldna bniya nzowejha l waldih bzez mn bwah ... (wakhaaa daba t9al l Fouad)", "احح وولدنا بنية نجوجها لوالديه بزز من بوه ...(وخااا دابا تقال لفؤاد )"
