La première fois,البريمير فوا
khrej,خرج
3inih,عينيه
eyyych,اييييش
Najoud,نجود
kheddama,خدامة
dmou3o,دموعو
nezlo,نزلو
kayjriiiiiw,يجريييييييييو
anaa,انااا
weld,ولد
7raaam,لحرااام
jem3i,جمعي
7wayjek,حوايجك
daba,دابا
yalah,ويلاه
nemchiw,نمشيو
partma,بارطما
dyali,ديالي
Sara,سارة
dart,ضارت
zerba,بسرعة
awili,اويلي
had,فهاد
lil,ليل
3laaach,علاااش
tle9iiiiiiiiiiiiiiini,طلقيييييييييييييييييني
raaaaaaniiii,راااااانيييييي
hdert,هضااااااااارت
Rawya,راوية
katbki,كتبكي
Souhayb,صهيب
nta,نتا
rak,راك
baba,بابا
khoya,خويا
ntfer9o,نتفرقو
ana,انا
rah,راه
khouk,خوك
bak,باك
Fouad,فؤاد
dkhoul,دخل
3lih,عليه
l9ah,لقاه
3eryan,عريان
kharej,خارج
douche,دوش
khooooya,خوووويا
koulchi,كلشي
mmek,لمك
ghlettk,غلطك
se77o,صححو
rasek,راسك
njri,نجري
houma,وهما
malin,مالين
syeda,سيدة
Najoud,نجود
wildi,ىلدي
Youssef,يوسف
tani,ثاني
weldiiii,ولديييييي
Youssef,يوسف
Souhayb,صهيب
Souhayyyyb,صهييييييييييييب
gha,غا
had,هاد
smiya,سمية
la,لا
sme3tha,سمعتها
nossi,نصي
kaytkellem,كيتكلم
Eylaf,ايلاف
ma,ما
sar,صار
ichi,ايشي
3ammi,عمي
fich,فيش
techghilch,تشغلِّش
balek,بالك
l7aj,الحاج
kifach,كيفاش
manchghelch,منشغلش
bali,بالي
denya,دنيا
hna,هنا
7altha,حالته
7ala,حالة
ach,اش
tari,طاري
sal7ouhoum,صالحوهم
wla,ولا
khelliwoum,خليوهم
menhoum,منهم
l,ل
rashoum,راشهم
Fouad,فؤاد
li,الي
dar,دار
lghlat,الغلاط
ysel7o,يصلحو
wakha,واخا
s3ib,صعيب
Rawya,راوية
ila,الى
drebtini,ضربتيني
ghaytjem3o,غايتجمعو
alik,عليك
koulhoum,الهم
ya3tiwk,يعطيوك
9etla,قتلة
matfi9,متفيق
ta,تالعيد
l3id,العيد
lekbir,الكبير
lek,لك
ana,انا
chta9et,اشتقت
twa7echtek,تواحشتك
bzaaaf,بزاااف
we9t,وكت
ajit,اجيت
binna,بينا
chi,شي
wacherbi,واربييييي
3la,على
nour,نور
tangoul,وتنقول
mal,مال
dow,ضو
cha3el,شاعل
f,ف
rou7,الروح
bdat,بدات
terje3,ترجع
Najoud,نجود
Souhayb,صهيب
Youssef,يوسف
Ilyas,الياس
Youssef,يوسف
hhh,هـ
llah,الله
ybarek,يبارك
fik,فيك
khoya,خويا
Rawya,راوية
khoooooya,خوووويااا
hhhhh,هههه
Souhayb,صهيب
aaa,اااا
lhbiila,الهبيلة
lbghla,البغلة
bchwiya,بشوية
yak,ياك
labas,لباس
taye7ti,طيحتي
bnadem,بنادم
b,بهاد
lghowta,الغوتة
lkol,الكل
wejed,وجد
raso,راسو
l,ال
ab,اب
b,ب
jellaba,جلابة
maskiya,مسكرية
w,و
belgha,بلغة
nefs,نفس
loun,اللون
khal,خال
Youssra,يسرى
mer7ba,مرحباااا
alf,الف
l7aj,الحاج
si,سي
Fouad,فؤاد
Souad,سعاد
bikoum,بيكم
nhar,نهار
kbir,كبييير
hada,هذا
ya,يا
rebi,اربي
salama,سلامة
choufat,شوفات
3endo,عدنو
dyal,ديال
nawiha,ناويها
nit,نيت
rah,راه
fach,فاش
titde3e9,تيتدعق
tihbel,تيهبل
lih,ليه
lfrekh,الفرخ
Eylaf,ايلاف
l7e9,الحق
akhouk,اخوك
ra7,راح
yferretha,يفرطها
wallah,والله
Youssef,يوسف
andiiiirou,انديييرو
had,هاد
l3ers,العرس
weld,ولد
l7ewwat,الحوات
chyakho,شياخو
7sabi,حسابي
hhh,ههه
Ilyas,الياس
serfe9,صرفق
wejho,وجهو
ido,ايدو
raaah,ورااه
fze3i,فزعي
khoya,خويا
Souhayb,صهيب
dar,دار
raso,راسو
bin,بين
idih,ايديه
7oulmi,حلمي
ta7attama,تحطم
wa,واختفى
yaaaa,يااااااا
geffertaaah,قفرتاااه
dower,ضور
nesf,نصف
dowra,ضورة
b,بالعرض
l3erd,العرض
lbati2,البطيئ
chaf,شاف
Fouad,فؤاد
b,بنص
ness,نس
3in,عين
tahi,وتاهي
hhhh,هههه
machi,ماشي
ghir,غير
chafo,شافو
mkhenzer,مخنزر
3tato,وعطاتو
llfou3a,اللفوعة
dyal,ديال
tkhenzirto,تخنزيرتو
ta,تا
kemmech,كمش
3ino,عينو
koun,كون
l9a,لقا
7ofra,حفرة
yetla7,يتلاح
fiha,فيها
b,بحوايجو
7wayjo,حوايجو
maykrah,ميكره
hhhh,ههه
negzat,نقزات
nsiba,النسيبة
lmostaqbaliya,المستقبلية
w,ونطقات
netqat,نطقات
b,بتلطيف
taltif,تلطيف
jaw,جو
mza7,ومزاح
aslan,اصلا
hiya,هي
3ziz,عزيز
3liha,عليها
lmza7,المزاح
raghma,رغم
annaha,انها
sayeda,سيدة
msawba,مصوابة
Souad,سعاد
hhhh,هههه
llah,الله
ya3tik,يعطيك
chi,شي
khir,خير
a,ا
weldi,ولدي
inchaallah,ان شاء الله
ndirouh,نديروه
nfoutouh,ونفوتوه
allah,الله
3wina,عوينة
li,الي
3ndi,عندي
mankrah,منكره
ndir,ندير
liha,ليها
ma,ما
ktar,كثر
Lhaj,الحاج
ykemmel,يكمل
b,بالخير
Youssef,يوسف
men,من
doun,دون
drari,دراري
femmo,فمو
ynte9,ينطق
biha,بها
matl9ay,متلقاي
m3ah,معاه
mochkil,مشكيل
derwich,درويش
7nin,حنين
kaysme3,كيسمع
lhedra,الهضرة
yerdi,يرضي
3lih,عليه
bla,بلا
manshekro,منشكرو
lik,ليك
3e9lo,بعقلو
hna,هنا
Souhayb,صهيب
Ilyas,والياس
kherjo,خرجو
3inihoum,عينيهم
khousousan,خصوصا
dik,ديك
had,هاد
lkelma,الكلمة
jabet,جابت
tamam,تمام
khllato,خلاتو
yet3te9,يتعتق
mn,من
lmawqif,الموقف
7et,حط
w,ومن
fooo9,فوووق
hadchi,هادشي
kamel,كامل
tzadouh,تزادوه
nejmat,نجمات
lktaf,فالكتاف
tle3,طلع
grade,گراد
Souhayb,صهيب
m3a,مع
jalsin,جالسين
b3ad,بعاد
chwiya,شوية
salon,صالون
kbir,كبير
9erreb,قرب
Ilyas,الياس
Eylaf,ايلاف
hder,هضر
b,ب
chwi,شوي
3endo,وعندو
zher,زهر
ktar,كثر
lkelb,الكلب
l,بل
ihoudi,ليهودي
lakhor,لاخور
bas,بس
chouf,شوف
nadrat,نضرات
Fouad,فؤاد
wallah,والله
ma,ما
bifawetha,بيفوتها
3lih,عليه
waldik,والديك
rah,راه
tichouf,تيشوف
fina,فينا
b,بنص
3in,عين
nafekh,نافه
ktafo,كتافو
9alik,وقاليك
n3el,نعلبوك
bouk,بوك
mn,من
lmanbar,المانيبر
3t9o,عتقو
lwalid,الوليد
be3da,بعدا
f,فهاد
ll7da,اللحضة
wini,ويني
madouzch,مدوزش
lh,ليه
tfoo,تفووو
9alha,قالها
9oddam,قدام
l3ibad,العباد
mabghinah,مبغيناه
ygoulha,يقولها
b,بهاد
tari9a,طريقة
wini,ويني
lkelb,الكلب
7ases,حاسس
bih,بيه
darha,دارها
bel3ani,بلعاني
bach,باش
ygoulia,يقوليا
rani,راني
9oltha,قلتها
w,و
chouf,شوف
rah,راه
mabghach,مبغاش
walakin,ولكن
abiya,ابيا
wla,ولا
3liya,علية
b,ب
limin,بليييمين
tikouno,تيكونو
ana,انا
chad,شاد
m3ah,معاه
ded,دد
wakha,وخا
ma3ndi,معندي
bihoum,بيهم
chyakh,شياخ
gharad,غراض
bghina,بغينا
ghanokhrjo,غانخرجو
mn,من
jaw,جو
koul,كل
fera7,فرح
3ndna,عندنا
tidouz,تيدوز
mode,مود
silence,سيلونص
dedan,وضدا
fih,فيه
ghayjibhoum,غايجيبهم
hwa,هو
llahch,اللاااهش
Eylaf,ايلاف
yemken,يمكن
Fouad,فؤاد
ywaf9,يوافق
bas,بس
mech,مش
akid,اكيد
ba3rfo,بعرفو
ma,ما
bi7eb,بيحب
l,ل
ikhtilat,الاختلاط
Ilyas,الياس
ma3reft,منعرف
wach,واش
n3red,نعرض
3la,على
Najwa,نجوى
la,لا
khassni,خاصني
nhder,نهضر
m3aha,معاها
youmayn,يومين
mahderna,مهضرنا
Souhayb,صهيب
Rawya,راوية
sem3ouhoum,سمعتهم
Sara,سارة
tahi,تاهي
kant,كانت
7da,حدا
f,فهاد
had,اللحضة
ll7da,اللحضة
7tal,حتاال
yw3a,يووعى
chno,شنو
9al,قال
7ta,حتى
ghmmed,غمض
3inih,عينيه
mkemmechhoum,مكممممشهم
w,و
raso,راسو
bin,بين
ktafo,كتافو
dowra,ضورة
ghaydour,غايضور
y7el,يحل
3inih,عينيه
7ta,حتى
tmnya,ثمنية
l3inin,العينين
ki,كي
l9ertas,القرطااس
kichoufo,كيشوفو
fih,فيه
nadra,نضرة
ta,تا
chhadchi,شهاذشي
Ilyas,الياس
reb,اربي
ghir,غير
lakount,لكنت
merdi,مرضي
7yati,حياتي
wakha,وخا
merra,مرة
maysem3nich,ميسمعني
lmedfa3,المدفع
lekbir,الكبير
llah,الله
tanawi,تناوي
l7lal,الحلال
m3a,مع
Najwti,نجيوتي
aa7,اااح
Najwa,نجوى
Souhayb,صهيب
fin,فين
kathedri,كتهضر
m3aha,معاها
selgout,السلگوط
z,ز
zmaan,ز زمااان
Rawya,راوية
jab,جاااب
mi,مي
Zina,زينة
3yana,عيانة
lyom,ليوم
ma9drat,مقدرات
temchi,تمشي
m3ana,معانا
amma,اما
tesm3ek,تسمعك
Sara,سارة
naari,ناااري
wallah,والله
dreb,ضرب
bik,بيك
tar,طر
tzidk,تزيدك
tzewej,تزوج
biha,بيها
bzez,بزز
atgoul,اتقوليك
baha,باها
ydir,يدير
7ala,حالة
khbarek,وخبارك
twsel,توصل
Eylaf,ايلاف
mn,من
ayyymat,ايييماات
ra9mha,اخذت رقمها
Ilyas,الياس
malkoum,ومالكم
llah,الله
makandir,مکندير
chi,شي
7aja,حاجة
ghir,غير
kan3awenha,كنعاونها
lbe7t,فالبحث
dyal,ديال
licence,ليصونص
Souhayb,صهيب
osskot,اسسسكت
slougiya,اسلوگية
darajat,من درجة
doberman,دوبيرمان
hiya,هي
yalah,يلاه
3ndha,عندها
l3am,العام
ba9i,باقي
lbe7t,والبحث
khamsin,خمسين
semestre,سوميستر
3la,على
7sab,حسب
9rayet,قراية
la,لافاك
fac,ديال
lmaghrib,المغريب
tfekker,تفكر
douz,دوز
gha,غالحرب
dog,دوگ
fiiiin,فيييين
jebti,جبتي
nemrtha,نمرتها
yak,ويك
t3awed,تعاود
tle9,طلق
caniche,كانيشة
tani,تاني
hahou,هاهو
kdak,كداك
jouj,جوج
kailmat,كلمات
yche9leb,يشقلب
lmek,لمك
lcarte,لكارط
mere,مير
Ilyas,الياس
chaf,شاف
Fouad,فؤاد
lhiiiih,لهييييه
jales,جالس
kayhder,كيهضر
khal,خال
Youssra,يسرى
waa,وااا
setrouni,ستروني
Eylaf,ايلاف
ento9,انطق
yalah,يلاه
t3e9lo,تعقلو
fach,فاش
jerroni,جروني
l3abbat,لعابات
douk,دوك
li,الي
9alo,قالو
rajli,راجلي
ta3,تاع
9elbi,قلبي
w,و
kount,كنت
kanchte7,تنشطح
Souhayb,صهيب
eb,اب
kemmel,كمل
temma,تما
khditha,خديتها
w,وكيدارت
kidaret,كيدارت
3tatha,عطاتها
lik,ليك
9olt,قلت
liha,ليها
bghit,بغيت
chi,شي
ma3loumat,معلومات
l,فال
Cadi,القاضي
Ayyad,عياض
b,بخصوص
khousous,دكتوراه
doctorat,دكتوراه
bgha,بغا
Youssef,يوسف
Souhayb,صهيب
Rawya,راوية
Sara,سارة
Eylaf,وايلاف
7ello,حلو
femhoum,فمهم
tchweto,تشوطو
zefta,زفطة
tle9,طلق
neggaz,نقز
Youssef,يوسف
may3awed,ميعاود
malkoum,مالكم
yak,ياك
bgha,بغا
doctorat,دكتوراه
wla,ولا
ajjel,اجل
tankherbe9,اتنخربق
ana,انا
lmohim,المهيم
chedditha,شديتها
hedya,الهدية
ser,سر
tzelal,تزلال
tana,تانا
lmhna,المهنة
7ek,حك
raso,راسو
7chem,حشم
9yas,قياس
nadra,نضرة
Youssra,يسرى
l9aha,لقاها
7adra,حادرة
rasha,راسه
7absa,حابسة
de7ka,ضحكة
khaybha,خيبها
ferta,فرطة
hhh,ههه
mimti,ميمتي
ghir,غير
lfer7a,الفرحة
kan,وكان
maykhessha,ميخصها
khir,خير
be3d,بعد
hawa,هو
li,الي
bghatha,بغاتها
te7der,تحضر
a,اميمتي
w,والله
llah,والله
y9edderni,يقدرني
n3iyyechha,نعيشها
kif,كيف
3achet,عاشت
m3ak,معاك
a7san,واحسن
Souad,سعاد
dakchi,داكشي
kayn,كاين
melli,ملي
l9at,لقات
weld,ولد
nass,ناس
yferre7ha,يفرحها
w,ويتهلى
ythella,فيها
hadchi,هادشي
bghit,بغيت
Lhaj,الحاج
iwa,ايوى
3la,على
barakat,بركة
llah,الله
netaf9o,نتافقو
imta,امتا
l3e9d,العقد
taf9o,تافقو
3lih,عليه
l3ersan,العرسان
hwa,هو
ndiro,نديرو
ach,اش
9olti,قلتي
a,اولدي
weldi,ولدي
Youssef,يوسف
a7m,احم
wakha,وخا
nhder,نهضر
ana,انا
wiyaha,وياها
ila,الى
chaf,شاف
f,ف
Souhayb,صهيب
w,والياس
Ilyas,الياس
w,وايلاف
Eylaf,ايلاف
b,بنضرة
nadra,نضرة
khatafa,خاطفة
l9ahoum,لقاهم
tayfernso,تيفرنسو
khkhkh,خخخ
sem7to,سمحتو
ngoul,نقوليها
liha,عليها
rayi,رايي
w,وتعطيني
ta3tini,تعطيني
rayha,رايها
w,وديك
dik,ساعة
sa3a,ساعة
na3tiwkoum,نعطيوكم
khbar,خبار
chno,اشنو
9rrerna,قررنا
Lhaj,الحاج
iyeh,ايه
weldi,اولدي
walakin,ولكن
chouf,شوف
lbent,البنت
be3da,بعدا
Fouad,فؤاد
nass,الناس
ysawlo,يسولو
wali,ولي
amr,امر
3ndha,عندها
khalha,خالها
f,ف
ma9am,مقام
baha,باها
Ali,علي
hhh,هعه
mn,من
7e99o,حقو
nodi,نوضي
benti,ابنتي
l,ل
salon,صالون
lfo9,لفوق
hedro,وهضرو
binama,بينما
wejed,وجد
lghda,الغذا
nad,ناض
Youssef,يوسف
7ani,حاني
raso,راسو
mzenneg,مزنگ
awalan,أولا
lferta,الفرطة
li,لي
we93at,وقعت
lh,ليه
ma9aderch,مقااااادرش
ychouf,يشوف
khoh,خوه
wla,ولا
yhez,يهز
fih,فيه
l3in,العين
khrej,خرج
hwa,هو
sbe9,سبق
w,و
w9ef,وقف
9oddam,قدام
wallah,والله
mabgha,مابغا
fihoum,فيهم
kano,كانو
m9ablin,مقابلين
m3ahoum,معاهم
3arefhoum,عارفهم
ach,اش
bghaw,بغاو
ydiro,يديرو
7lef,حلف
la,لا
hez,هز
Souhayb,صهيب
nari,ناري
dar,دار
lina,لينا
vu,vu
Rawya,راوية
khhhhhh,خهههههه
maychouf,ميشوف
fikoum,فيكم
3arefkoum,عارفكم
ghadiro,غاديرو
Ilyas,الياس
mrato,مرتو
lmostaqbaliya,المستقبلية
ghadya,غاديا
l3endo,لعندو
werre9,ورق
fach,فاش
tesb9o,تسبقو
chno,شنو
ghaydir,غايدير
temmat,تمات
Youssra,يسرى
nayda,نايضة
mobtasima,مبتاسمة
btisama,ابتسامة
khajoula,خجولة
7echmaaaana,حشماااانة
bzaf,بزاف
katr3ed,كترعد
7ta,حتى
mchat,مشات
l9ato,لقاتو
wa9ef,واقف
taytsennaha,تيتسناها
telle3o,تطلعو
lfo9,لفوق
bi7okm,بحكم
ma3arefch,معارفش
fin,فين
sebqato,سبقاتو
hwa,وهو
yehz,يهز
l,لكول
ta3,تااع
l9amija,القميجة
7el,حل
sdafi,صدافي
l9eddamiyin,القداميين
hwa,هو
f,فنيتو
niyto,نيتو
ghir,غير
yetneffes,يتنفس
7it,حيث
tdghat,تضغط
tziyyer,تزير
w,و
aji,واجي
nta,نتا
fehhemhoum,فهمهم
hadchi,هادشي
li,الي
kayn,كاين
billla,بالي
rah,راه
manawich,مناويش
khzit,خزيت
Eylaf,ايلاف
l7aaaq,لحااااق
biyfta7,بيفتح
zrar,ازرار
l9amis,القميس
Souhayb,صهيب
nari,نري
3ndak,عنداك
gha,غا
dak,داك
goul,قوليه
lih,ليتفرق
3la,على
weld,ولد
l7ram,لحرام
sir,سير
jer,جر
zmer,زمر
Rawya,راوية
tferr9o,تفرقو
3lih,عليه
Eylaf,ايلاف
9erreb,قرب
liha,ليها
hder,وهضر
9rib,قريب
l,لوذنها
wednha,لوذنها
darija,دارجة
bach,باش
twsel,توصل
tzengat,تزنگات
kherjat,وخرجات
3iniha,عينيها
katchouf,كتشوف
f,فخوها
khouha,خوها
kan,الي كان
aslan,اصلا
mlahi,ملاهي
m3a,مع
Yamna,يامنة
kay9ad,كيقاد
f,فمخدة
mkhdda,مخدة
waraha,وراه
def3at,دفعات
b,بمرفقها
merfeqha,مرفقها
khafat,خافت
khoutha,خوتها
ysem3o,يسمعو
Eylaf,ايلااااف
7chem,حشم
awili,اويلي
7alali,حلالي
walaw,ولووو
chta9t,اشتقت
esma3,اسمع
ahatik,اهاتك
wa7atik,واحاتك
anti,وانتي
tayra,طايرة
m3i,معي
b,بسما
sma,سما
khallas,خلص
la,لا
tmouti,تموتي
bas,بس
llila,الليلة
fich,فيش
mahrab,مهرب
aaalahech,اااالاهش
t3ellemti,تعلمتي
had,هاد
alahech,الاهش
mn,من
Souhayb,صهيب
tiy3elmek,تيعلمك
gha,غا
khzit,خزيت
had,هاد
Souad,سعاد
hiya,هي
mrat,مرات
khouha,خوها
fer7anin,فرحانين
dyaf,ضياف
Lhaj,الحاج
7tito,حتيتو
koul,كل
tlaha,تلاهى
kayhedro,كيهضرو
l3ada,العادة
rba3a,رباعة
jama3a,جماعة
Fouad,فؤاد
bent,بنت
Yamna,يامنة
dar,دار
mkhdda,مخدة
7ess,حس
katneffes,كتنفس
ma7douda,محدودة
khellah,خلاه
khouf,خوف
katneffsi,كتنفسي
ma3reftch,ماعرفتش
Najoud,نجود
weldi,اولدي
tte9l,الثقل
hadchi,هادشي
katdyaq,كتدياق
ma3lich,ماعليش
llah,الله
ysemme7,يسمح
lina,لينا
mn,من
lwalidin,الوالدين
Fouad,فؤاد
7et,حط
iddo,ايدو
3la,على
kerchha,كرشها
deweza,دوزها
3liha,عليها
b,بحنان
7anan,حنان
chaf,شاف
fiha,فيها
7oub,حب
3inih,عينيه
f,فعينيها
7adi,حاضي
7adaqathom,حدقاتهم
li,الي
kaywsa3o,كيوساعو
7ta,حتى
ghattawhoum,غطاوهم
jfounha,جفونها
bi7okm,بحكم
7echmat,حشمة
menno,منو
neteq,ونطق
liya,ليا
mennek,منك
a,اغزالي
ghzali,اغزالي
tel3at,طلعات
lfo9,الفوق
kater3ed,كترعد
b,بالحشمة
7echma,الحشمة
w,و
tawattor,بتوتر
kat7ess,كتحس
bih,بيه
sebqato,سبقاتو
hawa,وهو
tabe3ha,تابعها
w,ويضرب
yedreb,يضرب
f,فكفوف
kfouf,كفوف
idih,ايديه
dekhlat,دخلات
l,ل
wa7ed,واحد
salon,الصالون
temma,تما
dar,ضار
hna,هنا
w,وهنا
kan,كان
denya,دنيا
s9iiiiil,صقييييل
w,وهو
ycheddha,يشدها
iddha,ايدها
w,وجرها
jerrha,وجرها
daha,داها
l,لقنت
9ent,مخبي
mkhebbi,مخبي
3la,على
lbab,الباب
7it,حيث
salon,صالون
kbir,كبير
dfe3ha,دفعها
na7iyat,ناحية
sedro,صدرو
ma7tal,محتال
tehder,تهضر
kan,كان
wakhed,واخذ
iddo,ايدو
7ettha,حطها
wara,ورا
che3rha,شعرها
w,وليد
lid,وليد
tanya,ثانية
khserha,خصرها
m9errebha,مقربها
lih,ليه
Youssra,يسرى
katneffes,كتنفس
b,ب
jehd,جهد
m,م
malek,مالك
chno,شنو
kadir,كدير
Youssef,يوسف
jer,جر
khesla,خصلة
mn,من
mcha,مشا
m3aha,معاها
touuulha,طوووولها
7ta,حتى
9errebha,قربها
l,لمنخرو
menkhro,لمنخرو
w,وكمل
kemmel,وكمل
tlmassha,تلماسها
3lih,عليه
kandir,كندير
chnoooo,شنوووو
a,ابنت
bent,ابنت
Rifa3i,الرفاعي
7iyyed,حيد
y,ي
daba,دابا
yji,يجي
khali,خالي
w,ويجي
had,هاد
khalek,خالك
bach,باش
tnod,تنوض
lqiyama,القيامة
ygoulia,يقوليا
ster,ستر
lia,ليا
bent,بنت
khti,ختي
lyom,اليوم
9bel,قبل
ghda,غدا
chefti,شفتي
ana,انا
chno,شحال
khatiiiir,خطييييير
hhhh,ههههه
Youssra,يسرى
Youuuussef,يووووووسف
Youssef,يوسف
nwiwira,نويويرة
ntaaa3o,نتاااعو
7et,حط
chfayfo,شفايفو
che3rha,شعرها
b9a,بقا
ch7aaaal,شحاااال
7atthatoum,حاطهم
fo9,فوق
mennoum,منهم
hiya,هي
ghamdat,غمضات
3iniha,عينيها
mtwattra,متوترة
9orbo,قربو
liha,ليها
l,لهاد
daraja,الدرجة
awwel,اول
merra,مرة
kayqerreb,كيقرب
bzaaaf,بزاااف
b,بتلفة
7ettat,حطات
iddha,ايدها
3la,على
sedro,صدرو
7ta,حتى
hebbet,هبط
bas,باس
7nekha,حنكها
rje3,رجع
chaf,شاف
fiha,فيها
mobtasim,مبتاسم
btisama,ابتسامة
7oub,حب
neteq,نطق
chno,شنو
derna,درنا
f,فالعقد
l3e9d,العقد
khemstach,خمسطاش
lyom,ليوم
mezyan,مزيان
kherjat,خرجات
mazrebnach,مزربناش
Youssef,يوسف
w,و
lin,لين
Youssra,يسرى
b,ب
bellati,بلاتي
gles,جلس
be3da,بعدا
ntfahemo,نتفاهمو
be33ed,بعد
hez,هز
idih,ايديه
hahou,هاهو
a,الالة
lalla,الالة
jaya,جايا
lyam,ليام
tweli,تولي
7lali,حلالي
makayn,مكاين
li,الي
yferreqni,يفرقني
3la,على
waldik,والديك
hhhhh,ههههه
wakha,وخا
glets,جلسات
7dah,حداه
fo9,فوق
sdari,سداري
chaf,شاف
fiha,فيها
neteq,نطق
lmerra,هاد المرة
jiddiya,جدية
bou,بو
de7k,ضحك
ma3ndna,معندنا
lach,لاش
net3etlo,نتعطلو
mazal,مزال
llazem,اللازم
hani,هاني
kandir,كندير
fik,فيك
l7lal,الحلال
l3ada,العادة
chno,شنو
bghiti,بغيتي
lamta,لامتا
wach,واش
bzez,بزز
alik,عليك
khayfa,خايفة
tgouli,تقولي
lya,ليا
la,لا
dayra,دايرة
khatri,خاطري
khatrek,خاطرك
Youssra,يسرى
machi,ماشي
hakkak,هكاك
ghir,غير
jouj,جوج
simanat,سيمانات
9lila,قليلة
bach,باش
nwjed,نوجد
netqadda,نتقدا
chno,شنو
ykhessni,يخصني
l7wayej,الحوايج
rak,واراك
3aref,عارف
ferkat,فركات
sba3ha,صباعها
tawattor,توثر
Youssef,يوسف
ched,شد
iddha,ايدها
chabekha,شابكها
m3a,مع
iddo,ايدو
7ettha,وحطها
fo9,فوق
fkhdo,فخدو
mziyyyer,مزيييررر
3liha,عليها
zin,زين
dyali,ديالي
li,الي
khessatek,خصاتك
b,بالفلوس
flous,فلوس
twejdiha,توجديها
nharha,نهارها
khoudi,خودي
3ejbek,عجبك
3lach,وعلاش
9edditi,قديتي
aslan,اصلا
7wayej,حوايج
ghanjibhoum,غانجيبهم
lik,ليك
dakchi,داكشي
dyal,ديال
dhaz,دهاز
ma9alat,على مقالت
lwalida,الوليدة
7na,حنا
ghandiro,غانديرو
3e9d,عقد
be3da,بعدا
l3ers,العرس
tatwejdi,تتوجدي
lih,ليه
maghadi,مغادي
ne7remek,نحرمك
wnalo,من والو
w,وحتى
7ta,حتى
mimtek,ميمتك
maghadich,مغاديش
ne7remha,نحرمها
mn,من
annaha,انها
t7eqqe9,تحقق
7olmha,حلمها
tchoufek,تشوفك
3roussa,عروسة
dir,دير
3ersek,عرسك
Youssra,يسرى
ah,اه
ya3ni,يعني
ghir,غير
3e9d,عقد
safi,صافي
makayn,مكاين
walo,والو
maghadich,مغاديش
nji,نجي
m3ak,معاك
yak,ياك
katlewleb,كتلولب
f,ف
3iniha,عينيها
Youssef,يوسف
chaf,شاف
fiha,فيها
tayfernes,تيفرنس
hhhh,هحح
chnoo,شنوو
niytek,نيتك
tji,تجي
3ndi,عندي
a,ازين
zin,زين
7eq9,حق
rebbi,ربي
manroddha,منردها
wejhek,وجهك
def3ato,دفعاتو
b,ب
khajal,خجل
Youuuussef,يووووسف
hhh,ههه
Youuuussra,يووووسرى
ti,تي
hennini,هنيني
khellina,خلينا
ndouzo,ندوزو
koulchi,كلشي
khetra,خطرة
we7da,وحدة
ndiro,نديرو
dekhla,دخلة
m3a,مع
l3e9d,العقد
ndirouh,نديروه
nhar,نهار
wa7ed,واحد
w,و
n3icho,ونعيشو
l3omr,العمر
koullo,كلو
hhhh,هههه
inchaallah,ان شاء الله
walakin,ولكن
khassni,خاصني
n7eqqe9,نحقق
l,ل
mama,ماما
7olmha,حلمها
sber,صبر
m3aya,معايا
mashi,ماشي
mochkil,مشكيل
we9t,وقت
li,الي
bghiti,بغيتي
lakin,لكن
l3ers,العرس
kaykhess,كيخص
darouri,ضروري
chwi,شوي
n2ajjlouh,ناجلوه
wakha,وخا
7ta,حتى
twled,تولد
Yamna,يامنة
Youssef,يوسف
anaari,اناااري
ch7al,شحال
baqi,باقي
l,ليامنة
rah,راه
ghaybqa,غايبقى
lih,ليه
chehr,شهر
w,ونص
ness,نص
moura,مورا
mandiro,منديرو
l3e9d,العقد
a,ا
Youssra,يسرى
momkin,ممكن
9el,قل
hhh,ههه
n7emdo,نحمدو
llah,الله
lwe9t,الوقت
maysme7ch,ميسمحش
ndirouh,نديروه
mn,من
hna,هنا
l,لديك
aslan,اصلا
chouf,شوف
hiya,هي
zherha,زهرها
b,ب
khouf,خوف
3la,على
akher,اخر
jomla,جملة
netqat,نطقات
ki,كي
kifach,كيفاش
3lach,علاش
malha,مالها
a7m,احم
hwa,هو
mamt2akdach,ممتأكداش
l,ل
control,كونطرول
jay,جاي
3ad,عاد
nt2aked,نتاكد
ykhelik,يخليك
matkhle3inich,متخلعينيش
wach,واش
waq3a,واقعة
chi,شي
7aja,حاجة
la,لا
matkhafch,متخافش
ghir,غير
m3a,مع
7altha,حالته
twsel,توصل
thamen,ثامن
ila,الى
fato,فاتو
rah,راه
tkhataat,تخطات
mer7alat,مرحلة
lkhatar,الخطر
lakin,لكن
hada,هذا
makay3nich,مكييعنيش
anno,انه
f,فاي
ay,لحضة
le7da,لحضة
twled,تولد
thamen,ثامن
Youssef,يوسف
3lach,علاش
Youssra,يسرى
a7m,احم
ma3reftch,معرفتش
ngoul,نقول
wla,ولا
tebqa,تبقى
binatna,بيناتنا
mabghitch,مبغييتش
nkhle3ha,نخلعها
hiya,هي
Fouad,فؤاد
khouk,خوك
li,الي
nebghi,نبغي
hwa,هو
matketterch,متكترش
lmchi,المشي
dert,ذرت
liha,ليها
korsi,كرسي
7it,حيث
3ndha,عندها
lwalda,الوالدة
kif,كيف
kangoulo,كنقولو
me7loula,محلولة
ghaybdawha,غايبذاوها
taqallousat,تقلصات
kathira,كثيرة
btida2an,ابتداء
mn,من
sabe3,سابع
yak,ياك
wlad,ولاد
kay3icho,كيعيشو
machi,ماشي
